tick,dw_score,dw_date
BWXT,0,2010-07-12
BWXT,1,2010-07-16
BWXT,2,2010-08-05
BWXT,3,2010-08-19
BWXT,2,2010-09-08
BWXT,1,2010-09-28
BWXT,0,2010-10-05
BWXT,1,2010-11-19
BWXT,2,2011-01-21
BWXT,3,2011-02-14
BWXT,4,2011-02-15
BWXT,5,2011-03-01
BWXT,4,2011-05-12
BWXT,3,2011-05-13
BWXT,2,2011-08-03
BWXT,0,2011-09-09
BWXT,1,2012-01-19
BWXT,0,2012-11-08
BWXT,1,2013-01-30
BWXT,2,2015-05-07
BWXT,3,2015-07-02
BWXT,4,2015-12-14
BWXT,3,2016-04-25
BWXT,4,2017-03-01
BWXT,5,2017-03-02
BWXT,4,2018-08-29
BWXT,2,2018-11-07
BWXT,3,2019-02-26
BWXT,5,2019-08-06
BWXT,4,2020-03-09
BWXT,5,2020-05-06
BWXT,4,2020-07-06
BWXT,2,2020-07-09
BWXT,3,2020-12-08
BWXT,2,2021-01-06
BWXT,1,2021-06-17
BWXT,0,2021-07-14
BWXT,1,2021-10-28
BWXT,0,2021-11-02
BWXT,1,2022-02-28
BWXT,2,2022-03-07
BWXT,3,2022-06-30
BWXT,2,2022-09-23
BWXT,3,2022-11-01
BWXT,2,2024-05-07
